customer_id,age,gender,loyalty_tier,signup_year,preferred_store
CUST003895,46,F,Bronze,2022,Miami-Brickell
CUST003896,18,Other,Platinum,2023,Phoenix-Central
CUST003897,18,F,Bronze,2022,Houston-Galleria
CUST003898,63,Other,Gold,2021,Chicago-Oak Park
CUST003899,29,F,Gold,2023,Chicago-Loop
CUST003900,42,F,Bronze,2022,Chicago-Loop
CUST003901,46,F,Silver,2023,LA-Downtown
CUST003902,47,F,Bronze,2022,Chicago-Oak Park
CUST003903,18,M,Silver,2022,LA-Pasadena
CUST003904,34,M,Silver,2021,Phoenix-Central
CUST003905,18,M,Silver,2020,NYC-Manhattan
CUST003906,72,M,Silver,2022,NYC-Manhattan
CUST003907,18,F,Bronze,2021,Phoenix-Central
CUST003908,23,F,Bronze,2022,LA-Pasadena
CUST003909,23,M,Bronze,2022,Chicago-Oak Park
CUST003910,18,M,Silver,2022,LA-Downtown
CUST003911,56,M,Gold,2020,LA-Downtown
CUST003912,71,F,Silver,2023,Chicago-Loop
CUST003913,31,F,Bronze,2020,NYC-Brooklyn
CUST003914,19,M,Platinum,2020,Houston-Galleria
CUST003915,18,M,Bronze,2021,NYC-Brooklyn
CUST003916,34,F,Platinum,2020,Houston-Heights
CUST003917,33,F,Bronze,2021,LA-Pasadena
CUST003918,28,F,Bronze,2023,NYC-Manhattan
CUST003919,41,M,Gold,2023,Chicago-Loop
CUST003920,43,M,Bronze,2022,Chicago-Loop
CUST003921,42,F,Gold,2020,NYC-Manhattan
CUST003922,33,M,Silver,2023,LA-Downtown
CUST003923,22,F,Bronze,2023,LA-Downtown
CUST003924,47,F,Bronze,2020,Houston-Heights
CUST003925,38,M,Bronze,2022,Houston-Heights
CUST003926,50,F,Silver,2023,LA-Downtown
CUST003927,49,F,Bronze,2023,Miami-Brickell
CUST003928,18,F,Bronze,2021,LA-Downtown
CUST003929,18,M,Bronze,2022,Chicago-Oak Park
CUST003930,27,F,Silver,2022,NYC-Brooklyn
CUST003931,23,M,Bronze,2022,NYC-Brooklyn
CUST003932,48,F,Bronze,2023,Chicago-Oak Park
CUST003933,42,F,Bronze,2022,LA-Downtown
CUST003934,53,M,Gold,2020,NYC-Manhattan
CUST003935,43,F,Silver,2022,Miami-Brickell
CUST003936,40,F,Bronze,2023,Houston-Galleria
CUST003937,54,F,Silver,2023,Houston-Galleria
CUST003938,44,M,Bronze,2020,Phoenix-Central
CUST003939,38,F,Silver,2023,Houston-Heights
CUST003940,58,F,Bronze,2020,NYC-Brooklyn
CUST003941,39,M,Bronze,2023,Phoenix-Central
CUST003942,33,M,Gold,2022,Chicago-Loop
CUST003943,26,F,Bronze,2020,Phoenix-Central
CUST003944,47,F,Silver,2020,Phoenix-Central
CUST003945,55,F,Bronze,2021,NYC-Manhattan
CUST003946,37,F,Bronze,2021,Phoenix-Central
CUST003947,56,M,Silver,2020,NYC-Manhattan
CUST003948,18,F,Bronze,2023,Houston-Heights
CUST003949,37,F,Bronze,2020,Houston-Galleria
CUST003950,37,M,Bronze,2023,NYC-Brooklyn
CUST003951,27,Other,Bronze,2021,Miami-Brickell
CUST003952,71,F,Gold,2022,Chicago-Loop
CUST003953,37,M,Silver,2022,LA-Pasadena
CUST003954,32,F,Gold,2021,Miami-Brickell
CUST003955,38,F,Gold,2022,Chicago-Oak Park
CUST003956,18,F,Bronze,2023,LA-Downtown
CUST003957,27,M,Gold,2020,Phoenix-Central
CUST003958,51,M,Platinum,2021,NYC-Brooklyn
CUST003959,29,F,Bronze,2023,Houston-Galleria
CUST003960,26,F,Silver,2021,Chicago-Loop
CUST003961,56,M,Bronze,2020,Phoenix-Central
CUST003962,56,F,Bronze,2020,NYC-Brooklyn
CUST003963,45,M,Bronze,2022,Chicago-Oak Park
CUST003964,31,F,Bronze,2023,Chicago-Loop
CUST003965,34,F,Bronze,2021,Chicago-Loop
CUST003966,26,M,Silver,2022,Houston-Galleria
CUST003967,24,F,Bronze,2021,LA-Pasadena
CUST003968,23,F,Bronze,2023,LA-Pasadena
CUST003969,29,F,Bronze,2023,LA-Pasadena
CUST003970,23,F,Platinum,2021,LA-Downtown
CUST003971,18,M,Gold,2020,Miami-Brickell
CUST003972,41,M,Bronze,2022,Chicago-Loop
CUST003973,41,F,Gold,2022,LA-Pasadena
CUST003974,61,F,Gold,2022,Houston-Heights
CUST003975,28,M,Gold,2021,NYC-Brooklyn
CUST003976,42,F,Gold,2020,Phoenix-Central
CUST003977,42,M,Bronze,2020,NYC-Manhattan
CUST003978,34,M,Bronze,2023,NYC-Manhattan
CUST003979,48,F,Gold,2022,LA-Downtown
CUST003980,48,F,Gold,2021,NYC-Manhattan
CUST003981,42,F,Bronze,2023,Chicago-Loop
CUST003982,34,M,Silver,2023,Miami-Brickell
CUST003983,32,M,Silver,2023,NYC-Brooklyn
CUST003984,18,M,Bronze,2022,LA-Downtown
CUST003985,26,F,Silver,2022,NYC-Brooklyn
CUST003986,29,F,Bronze,2022,Chicago-Loop
CUST003987,22,M,Bronze,2020,Chicago-Loop
CUST003988,44,F,Bronze,2022,NYC-Brooklyn
CUST003989,54,F,Bronze,2022,Miami-Brickell
CUST003990,25,M,Silver,2022,LA-Pasadena
CUST003991,41,M,Bronze,2022,LA-Downtown
CUST003992,23,F,Bronze,2021,Houston-Heights
CUST003993,33,M,Bronze,2022,Houston-Galleria
CUST003994,28,M,Silver,2021,NYC-Manhattan
CUST003995,46,M,Bronze,2023,Miami-Brickell
CUST003996,28,F,Bronze,2023,Chicago-Loop
CUST003997,52,F,Gold,2022,Phoenix-Central
CUST003998,34,F,Silver,2021,Houston-Galleria
CUST003999,28,M,Silver,2021,Houston-Heights
CUST004000,20,F,Silver,2023,LA-Downtown
CUST004001,41,M,Bronze,2021,LA-Downtown
CUST004002,50,F,Bronze,2023,Phoenix-Central
CUST004003,41,Other,Bronze,2021,Phoenix-Central
CUST004004,69,F,Gold,2023,NYC-Manhattan
CUST004005,58,M,Silver,2021,NYC-Manhattan
CUST004006,33,F,Gold,2022,Chicago-Loop
CUST004007,33,M,Gold,2020,LA-Pasadena
CUST004008,44,M,Bronze,2023,Phoenix-Central
CUST004009,26,F,Gold,2022,Chicago-Oak Park
CUST004010,54,M,Silver,2022,NYC-Brooklyn
CUST004011,43,M,Silver,2020,Chicago-Loop
CUST004012,41,F,Silver,2022,NYC-Brooklyn
CUST004013,47,F,Bronze,2021,Houston-Heights
CUST004014,62,F,Bronze,2021,Houston-Galleria
CUST004015,40,M,Bronze,2022,Chicago-Oak Park
CUST004016,36,F,Bronze,2022,LA-Pasadena
CUST004017,59,M,Bronze,2023,Houston-Galleria
CUST004018,51,F,Bronze,2021,LA-Downtown
CUST004019,33,M,Bronze,2023,LA-Downtown
CUST004020,38,M,Platinum,2020,Chicago-Oak Park
CUST004021,40,F,Bronze,2022,NYC-Brooklyn
CUST004022,43,M,Platinum,2022,Houston-Galleria
CUST004023,19,F,Silver,2023,Phoenix-Central
CUST004024,18,M,Bronze,2021,Houston-Heights
CUST004025,25,M,Bronze,2022,NYC-Brooklyn
CUST004026,24,M,Bronze,2023,LA-Pasadena
CUST004027,28,M,Bronze,2023,Houston-Heights
CUST004028,46,M,Bronze,2023,Chicago-Oak Park
CUST004029,35,M,Gold,2021,Houston-Heights
CUST004030,40,M,Bronze,2023,Miami-Brickell
CUST004031,20,F,Silver,2023,Houston-Heights
CUST004032,31,F,Silver,2022,Miami-Brickell
CUST004033,46,M,Silver,2022,LA-Pasadena
CUST004034,46,M,Platinum,2021,Houston-Galleria
CUST004035,27,M,Bronze,2021,LA-Pasadena
CUST004036,40,M,Bronze,2021,Chicago-Oak Park
CUST004037,68,F,Platinum,2020,Chicago-Oak Park
CUST004038,37,M,Platinum,2022,Houston-Heights
CUST004039,28,Other,Gold,2023,Houston-Galleria
CUST004040,35,F,Gold,2021,Miami-Brickell
CUST004041,39,M,Bronze,2020,Houston-Galleria
CUST004042,35,M,Silver,2021,LA-Downtown
CUST004043,37,M,Bronze,2023,Chicago-Oak Park
CUST004044,18,M,Silver,2021,LA-Pasadena
CUST004045,24,F,Gold,2023,Chicago-Oak Park
CUST004046,35,M,Bronze,2021,NYC-Manhattan
CUST004047,35,M,Silver,2022,Miami-Brickell
CUST004048,30,M,Silver,2022,Miami-Brickell
CUST004049,35,F,Bronze,2023,Chicago-Oak Park
CUST004050,38,M,Silver,2022,Phoenix-Central
CUST004051,50,F,Silver,2023,Houston-Heights
CUST004052,36,M,Bronze,2020,NYC-Manhattan
CUST004053,43,M,Bronze,2022,NYC-Brooklyn
CUST004054,30,F,Bronze,2021,Phoenix-Central
CUST004055,46,F,Bronze,2023,NYC-Brooklyn
CUST004056,43,M,Bronze,2022,Houston-Heights
CUST004057,50,F,Silver,2022,Miami-Brickell
CUST004058,47,M,Bronze,2023,Phoenix-Central
CUST004059,46,M,Silver,2020,Miami-Brickell
CUST004060,36,M,Bronze,2021,Phoenix-Central
CUST004061,41,F,Gold,2021,NYC-Manhattan
CUST004062,52,F,Bronze,2020,LA-Downtown
CUST004063,28,F,Silver,2022,Miami-Brickell
CUST004064,29,F,Bronze,2021,LA-Downtown
CUST004065,40,F,Gold,2020,NYC-Manhattan
CUST004066,43,F,Silver,2020,LA-Pasadena
CUST004067,26,M,Platinum,2020,NYC-Manhattan
CUST004068,36,F,Bronze,2021,Houston-Galleria
CUST004069,36,F,Gold,2022,Phoenix-Central
CUST004070,18,M,Bronze,2021,Houston-Galleria
CUST004071,34,M,Bronze,2023,Houston-Galleria
CUST004072,35,F,Silver,2021,Chicago-Loop
CUST004073,35,M,Bronze,2021,Houston-Heights
CUST004074,57,M,Gold,2021,Chicago-Oak Park
CUST004075,20,F,Bronze,2020,LA-Pasadena
CUST004076,26,F,Silver,2023,Chicago-Loop
CUST004077,18,M,Bronze,2022,NYC-Manhattan
CUST004078,31,M,Silver,2021,LA-Pasadena
CUST004079,32,F,Silver,2023,Houston-Galleria
CUST004080,30,F,Silver,2022,Phoenix-Central
CUST004081,53,F,Silver,2023,LA-Downtown
CUST004082,50,M,Silver,2021,Chicago-Oak Park
CUST004083,39,M,Silver,2021,Houston-Galleria
CUST004084,32,M,Gold,2021,Houston-Heights
CUST004085,52,F,Bronze,2021,LA-Downtown
CUST004086,37,F,Bronze,2023,NYC-Brooklyn
CUST004087,26,F,Silver,2020,Phoenix-Central
CUST004088,18,M,Silver,2020,LA-Downtown
CUST004089,31,F,Gold,2022,NYC-Brooklyn
CUST004090,48,M,Platinum,2022,Chicago-Loop
CUST004091,69,M,Gold,2022,LA-Pasadena
CUST004092,38,F,Silver,2021,LA-Downtown
CUST004093,27,F,Silver,2021,NYC-Manhattan
CUST004094,21,F,Bronze,2020,Houston-Galleria
CUST004095,45,F,Bronze,2023,LA-Downtown
CUST004096,18,F,Gold,2021,Houston-Heights
CUST004097,45,M,Gold,2023,LA-Pasadena
CUST004098,49,M,Bronze,2022,LA-Downtown
CUST004099,44,M,Gold,2023,Phoenix-Central
CUST004100,34,M,Gold,2023,NYC-Manhattan
CUST004101,45,F,Bronze,2022,NYC-Manhattan
CUST004102,40,M,Bronze,2023,Houston-Galleria
CUST004103,27,M,Gold,2020,NYC-Manhattan
CUST004104,63,M,Bronze,2020,Miami-Brickell
CUST004105,33,F,Bronze,2022,Chicago-Loop
CUST004106,48,F,Silver,2020,LA-Pasadena
CUST004107,18,F,Gold,2022,LA-Pasadena
CUST004108,55,M,Gold,2021,Houston-Galleria
CUST004109,58,F,Silver,2021,LA-Pasadena
CUST004110,38,M,Gold,2021,NYC-Manhattan
CUST004111,45,F,Silver,2023,NYC-Manhattan
CUST004112,45,M,Silver,2022,Chicago-Oak Park
CUST004113,29,F,Bronze,2023,NYC-Brooklyn
CUST004114,45,F,Bronze,2023,Chicago-Oak Park
CUST004115,26,F,Bronze,2023,Miami-Brickell
CUST004116,29,F,Bronze,2020,Chicago-Oak Park
CUST004117,53,M,Bronze,2023,Houston-Heights
CUST004118,51,M,Bronze,2021,Chicago-Loop
CUST004119,28,M,Bronze,2022,NYC-Brooklyn
CUST004120,27,M,Silver,2023,Chicago-Loop
CUST004121,28,F,Bronze,2023,Houston-Galleria
CUST004122,48,F,Bronze,2022,Phoenix-Central
CUST004123,24,F,Gold,2022,Chicago-Loop
CUST004124,42,F,Gold,2021,NYC-Manhattan
CUST004125,48,M,Silver,2020,Chicago-Oak Park
CUST004126,36,M,Bronze,2022,LA-Pasadena
CUST004127,52,M,Silver,2022,Phoenix-Central
CUST004128,33,M,Silver,2022,Chicago-Loop
CUST004129,35,F,Bronze,2020,Houston-Galleria
CUST004130,24,F,Bronze,2022,Phoenix-Central
CUST004131,52,F,Bronze,2020,Chicago-Oak Park
CUST004132,27,F,Bronze,2022,LA-Pasadena
CUST004133,42,F,Bronze,2023,LA-Pasadena
CUST004134,37,F,Bronze,2021,NYC-Manhattan
CUST004135,23,Other,Bronze,2023,NYC-Brooklyn
CUST004136,29,F,Silver,2022,NYC-Brooklyn
CUST004137,57,F,Silver,2021,LA-Downtown
CUST004138,40,M,Platinum,2021,NYC-Brooklyn
CUST004139,23,F,Bronze,2020,Houston-Galleria
CUST004140,42,M,Gold,2023,Houston-Galleria
CUST004141,35,M,Bronze,2020,Houston-Heights
CUST004142,80,F,Silver,2022,Chicago-Oak Park
CUST004143,41,M,Silver,2023,LA-Pasadena
CUST004144,32,M,Silver,2021,LA-Downtown
CUST004145,57,M,Silver,2021,NYC-Manhattan
CUST004146,18,F,Silver,2021,NYC-Brooklyn
CUST004147,39,F,Silver,2023,Chicago-Oak Park
CUST004148,65,F,Bronze,2023,Miami-Brickell
CUST004149,36,F,Bronze,2023,LA-Pasadena
CUST004150,18,M,Gold,2020,Chicago-Oak Park
CUST004151,32,F,Silver,2022,LA-Downtown
CUST004152,58,F,Bronze,2022,Phoenix-Central
CUST004153,43,M,Platinum,2023,NYC-Manhattan
CUST004154,26,Other,Platinum,2022,LA-Downtown
CUST004155,28,F,Silver,2022,Miami-Brickell
CUST004156,30,M,Silver,2021,Chicago-Loop
CUST004157,43,F,Bronze,2023,Houston-Heights
CUST004158,56,M,Silver,2022,LA-Downtown
CUST004159,52,F,Platinum,2020,Phoenix-Central
CUST004160,44,F,Bronze,2023,NYC-Brooklyn
CUST004161,19,M,Bronze,2022,Chicago-Loop
CUST004162,19,F,Gold,2020,LA-Pasadena
CUST004163,45,F,Bronze,2022,Miami-Brickell
CUST004164,19,M,Platinum,2021,NYC-Manhattan
CUST004165,34,F,Bronze,2022,Miami-Brickell
CUST004166,42,F,Bronze,2022,Phoenix-Central
CUST004167,22,F,Platinum,2023,LA-Pasadena
CUST004168,23,F,Bronze,2020,Chicago-Loop
CUST004169,36,M,Silver,2022,Houston-Heights
CUST004170,45,M,Bronze,2020,NYC-Brooklyn
CUST004171,52,F,Silver,2020,LA-Downtown
CUST004172,46,M,Bronze,2023,Chicago-Loop
CUST004173,39,F,Gold,2023,Phoenix-Central
CUST004174,27,F,Platinum,2023,Phoenix-Central
CUST004175,23,F,Bronze,2022,Chicago-Oak Park
CUST004176,30,F,Bronze,2021,Miami-Brickell
CUST004177,43,F,Silver,2021,Miami-Brickell
CUST004178,42,F,Platinum,2022,NYC-Manhattan
CUST004179,18,F,Bronze,2022,Chicago-Oak Park
CUST004180,27,M,Platinum,2020,Miami-Brickell
CUST004181,54,F,Gold,2023,LA-Downtown
CUST004182,39,M,Silver,2023,LA-Pasadena
CUST004183,18,M,Bronze,2023,LA-Pasadena
CUST004184,70,M,Silver,2021,Houston-Heights
CUST004185,37,F,Silver,2021,Chicago-Loop
CUST004186,43,F,Silver,2022,Houston-Heights
CUST004187,43,F,Bronze,2021,LA-Pasadena
CUST004188,32,M,Silver,2021,Miami-Brickell
CUST004189,27,M,Gold,2022,LA-Downtown
CUST004190,67,M,Bronze,2020,Chicago-Loop
CUST004191,52,M,Silver,2020,Phoenix-Central
CUST004192,49,M,Bronze,2020,Houston-Heights
CUST004193,46,Other,Bronze,2021,LA-Pasadena
CUST004194,23,M,Bronze,2022,Houston-Galleria
CUST004195,55,F,Bronze,2023,Chicago-Loop
CUST004196,26,M,Silver,2020,LA-Pasadena
CUST004197,41,F,Silver,2021,LA-Downtown
CUST004198,18,F,Bronze,2020,Phoenix-Central
CUST004199,18,F,Bronze,2022,Phoenix-Central
CUST004200,42,M,Gold,2020,Phoenix-Central
CUST004201,26,F,Bronze,2021,LA-Pasadena
CUST004202,18,M,Platinum,2023,Chicago-Oak Park
CUST004203,45,F,Silver,2023,NYC-Manhattan
CUST004204,67,M,Platinum,2021,Phoenix-Central
CUST004205,57,F,Silver,2021,NYC-Brooklyn
CUST004206,34,F,Platinum,2023,Houston-Galleria
CUST004207,38,F,Silver,2022,Phoenix-Central
CUST004208,50,F,Bronze,2021,Houston-Heights
CUST004209,53,M,Gold,2023,Phoenix-Central
CUST004210,33,F,Bronze,2022,Houston-Galleria
CUST004211,38,M,Silver,2023,Miami-Brickell
CUST004212,42,M,Bronze,2023,Houston-Galleria
CUST004213,45,M,Gold,2023,Houston-Galleria
CUST004214,36,M,Silver,2020,NYC-Manhattan
CUST004215,36,M,Gold,2021,Houston-Galleria
CUST004216,57,F,Bronze,2021,NYC-Manhattan
CUST004217,54,M,Platinum,2022,LA-Pasadena
CUST004218,44,F,Gold,2021,Chicago-Loop
CUST004219,62,M,Bronze,2021,Chicago-Loop
CUST004220,32,F,Bronze,2021,Houston-Heights
CUST004221,60,M,Bronze,2021,Houston-Galleria
CUST004222,45,M,Bronze,2023,NYC-Manhattan
CUST004223,80,F,Silver,2023,LA-Pasadena
CUST004224,21,F,Bronze,2021,NYC-Manhattan
CUST004225,28,Other,Bronze,2020,Phoenix-Central
CUST004226,43,M,Silver,2022,LA-Downtown
CUST004227,43,F,Bronze,2022,Chicago-Loop
CUST004228,65,F,Gold,2021,Phoenix-Central
CUST004229,28,F,Bronze,2021,Houston-Heights
CUST004230,50,M,Silver,2022,Phoenix-Central
CUST004231,54,M,Gold,2020,LA-Pasadena
CUST004232,47,M,Bronze,2022,LA-Downtown
CUST004233,24,F,Bronze,2023,Chicago-Loop
CUST004234,57,M,Gold,2023,Houston-Galleria
CUST004235,55,M,Bronze,2022,Phoenix-Central
CUST004236,46,F,Gold,2021,Houston-Heights
CUST004237,40,F,Platinum,2023,Phoenix-Central
CUST004238,41,F,Bronze,2022,NYC-Manhattan
CUST004239,36,F,Gold,2022,Phoenix-Central
CUST004240,46,M,Silver,2021,LA-Pasadena
CUST004241,38,F,Platinum,2023,NYC-Brooklyn
CUST004242,26,M,Silver,2023,NYC-Brooklyn
CUST004243,23,M,Gold,2022,LA-Pasadena
CUST004244,27,F,Bronze,2021,LA-Pasadena
CUST004245,41,M,Silver,2021,NYC-Manhattan
CUST004246,37,F,Silver,2022,LA-Downtown
CUST004247,41,F,Platinum,2021,Chicago-Loop
CUST004248,45,M,Bronze,2022,NYC-Manhattan
CUST004249,29,M,Bronze,2020,LA-Downtown
CUST004250,58,M,Platinum,2023,Miami-Brickell
CUST004251,34,M,Silver,2021,Miami-Brickell
CUST004252,31,F,Bronze,2021,Chicago-Oak Park
CUST004253,44,F,Silver,2023,Chicago-Loop
CUST004254,18,M,Gold,2021,NYC-Brooklyn
CUST004255,26,M,Platinum,2022,Miami-Brickell
CUST004256,51,F,Bronze,2021,LA-Downtown
CUST004257,18,F,Gold,2023,NYC-Brooklyn
CUST004258,53,F,Bronze,2021,NYC-Manhattan
CUST004259,59,M,Bronze,2022,Phoenix-Central
CUST004260,32,F,Silver,2022,LA-Pasadena
CUST004261,42,M,Bronze,2022,Chicago-Loop
CUST004262,53,F,Bronze,2022,NYC-Manhattan
CUST004263,31,M,Bronze,2021,LA-Downtown
CUST004264,50,F,Bronze,2022,LA-Downtown
CUST004265,28,M,Bronze,2022,Miami-Brickell
CUST004266,31,F,Platinum,2022,Chicago-Loop
CUST004267,26,M,Bronze,2022,LA-Downtown
CUST004268,42,F,Silver,2023,Houston-Galleria
CUST004269,54,M,Bronze,2022,LA-Downtown
CUST004270,35,F,Gold,2023,Phoenix-Central
CUST004271,20,M,Silver,2022,Miami-Brickell
CUST004272,22,F,Platinum,2021,NYC-Manhattan
CUST004273,43,F,Bronze,2022,Chicago-Loop
CUST004274,63,M,Silver,2022,LA-Downtown
CUST004275,43,M,Bronze,2021,Phoenix-Central
CUST004276,32,M,Bronze,2023,NYC-Brooklyn
CUST004277,48,M,Silver,2021,Chicago-Loop
CUST004278,34,F,Gold,2022,LA-Pasadena
CUST004279,32,M,Bronze,2021,Chicago-Loop
CUST004280,24,M,Silver,2022,NYC-Brooklyn
CUST004281,57,M,Silver,2021,NYC-Brooklyn
CUST004282,18,M,Bronze,2021,LA-Downtown
CUST004283,49,M,Silver,2022,Houston-Galleria
CUST004284,31,F,Silver,2020,Miami-Brickell
CUST004285,32,M,Platinum,2021,Miami-Brickell
CUST004286,61,F,Silver,2021,Houston-Galleria
CUST004287,28,F,Gold,2021,NYC-Manhattan
CUST004288,28,M,Bronze,2020,Phoenix-Central
CUST004289,36,F,Gold,2023,Miami-Brickell
CUST004290,43,F,Platinum,2020,Chicago-Oak Park
CUST004291,31,F,Bronze,2022,Chicago-Oak Park
CUST004292,18,M,Silver,2022,Phoenix-Central
CUST004293,25,F,Gold,2020,LA-Pasadena
CUST004294,55,M,Bronze,2021,LA-Pasadena
CUST004295,39,F,Silver,2020,Houston-Heights
CUST004296,44,M,Silver,2020,LA-Downtown
CUST004297,34,M,Gold,2021,Phoenix-Central
CUST004298,28,F,Bronze,2023,Chicago-Oak Park
CUST004299,61,M,Bronze,2021,LA-Pasadena
CUST004300,35,M,Bronze,2022,Miami-Brickell
CUST004301,31,F,Bronze,2020,NYC-Brooklyn
CUST004302,53,M,Bronze,2023,Phoenix-Central
CUST004303,27,M,Silver,2021,Chicago-Oak Park
CUST004304,29,M,Gold,2020,LA-Downtown
CUST004305,38,F,Platinum,2021,Houston-Galleria
CUST004306,38,F,Platinum,2023,Miami-Brickell
CUST004307,41,F,Platinum,2022,NYC-Brooklyn
CUST004308,67,F,Bronze,2020,Chicago-Oak Park
CUST004309,42,F,Bronze,2020,Houston-Heights
CUST004310,18,F,Bronze,2023,Chicago-Loop
CUST004311,42,F,Silver,2023,LA-Downtown
CUST004312,38,F,Platinum,2020,LA-Downtown
CUST004313,38,F,Bronze,2021,Chicago-Loop
CUST004314,41,M,Silver,2020,Houston-Galleria
CUST004315,37,M,Silver,2020,Chicago-Oak Park
CUST004316,37,M,Bronze,2020,Chicago-Oak Park
CUST004317,46,F,Gold,2021,LA-Pasadena
CUST004318,30,Other,Bronze,2020,Phoenix-Central
CUST004319,24,F,Bronze,2022,Chicago-Loop
CUST004320,80,F,Platinum,2021,Miami-Brickell
CUST004321,27,F,Bronze,2021,LA-Pasadena
CUST004322,39,F,Bronze,2023,Houston-Heights
CUST004323,18,F,Silver,2021,Chicago-Oak Park
CUST004324,39,M,Bronze,2020,NYC-Brooklyn
CUST004325,24,F,Silver,2021,NYC-Manhattan
CUST004326,31,M,Bronze,2022,NYC-Brooklyn
CUST004327,52,M,Bronze,2022,Chicago-Loop
CUST004328,44,M,Bronze,2022,Chicago-Oak Park
CUST004329,45,M,Gold,2021,Houston-Galleria
CUST004330,18,M,Bronze,2022,NYC-Brooklyn
CUST004331,63,M,Platinum,2023,NYC-Brooklyn
CUST004332,21,F,Bronze,2021,Houston-Galleria
CUST004333,59,M,Gold,2022,Chicago-Oak Park
CUST004334,52,F,Platinum,2023,NYC-Brooklyn
CUST004335,46,M,Bronze,2021,Chicago-Oak Park
CUST004336,26,Other,Silver,2020,LA-Downtown
CUST004337,40,F,Gold,2021,LA-Pasadena
CUST004338,31,F,Silver,2022,NYC-Manhattan
CUST004339,38,F,Gold,2023,NYC-Manhattan
CUST004340,34,F,Bronze,2023,Phoenix-Central
CUST004341,18,M,Platinum,2023,Miami-Brickell
CUST004342,53,M,Silver,2021,Chicago-Oak Park
CUST004343,36,F,Bronze,2021,NYC-Manhattan
CUST004344,31,M,Silver,2021,LA-Pasadena
CUST004345,30,M,Bronze,2021,LA-Pasadena
CUST004346,43,F,Bronze,2023,LA-Pasadena
CUST004347,25,M,Bronze,2020,NYC-Brooklyn
CUST004348,18,F,Gold,2022,NYC-Brooklyn
CUST004349,43,M,Bronze,2021,Miami-Brickell
CUST004350,45,M,Bronze,2023,Phoenix-Central
CUST004351,35,M,Gold,2022,NYC-Manhattan
CUST004352,21,F,Gold,2020,LA-Pasadena
CUST004353,39,F,Gold,2022,NYC-Brooklyn
CUST004354,18,F,Bronze,2022,NYC-Manhattan
CUST004355,23,M,Gold,2022,Houston-Galleria
CUST004356,27,M,Bronze,2020,LA-Pasadena
CUST004357,49,F,Bronze,2022,Chicago-Oak Park
CUST004358,32,M,Gold,2022,LA-Downtown
CUST004359,31,M,Bronze,2020,Houston-Heights
CUST004360,65,F,Bronze,2022,Chicago-Loop
CUST004361,42,F,Silver,2023,NYC-Brooklyn
CUST004362,42,M,Bronze,2020,Phoenix-Central
CUST004363,32,M,Bronze,2021,LA-Downtown
CUST004364,29,F,Gold,2021,Houston-Heights
CUST004365,18,F,Gold,2022,Houston-Galleria
CUST004366,51,F,Platinum,2022,LA-Downtown
CUST004367,44,F,Bronze,2022,LA-Downtown
CUST004368,35,F,Silver,2022,LA-Pasadena
CUST004369,36,F,Gold,2023,Phoenix-Central
CUST004370,48,F,Bronze,2021,Chicago-Loop
CUST004371,18,F,Bronze,2023,Houston-Heights
CUST004372,29,M,Bronze,2023,NYC-Brooklyn
CUST004373,22,F,Bronze,2020,NYC-Manhattan
CUST004374,62,F,Bronze,2020,LA-Downtown
CUST004375,50,M,Silver,2023,NYC-Brooklyn
CUST004376,18,F,Silver,2021,LA-Pasadena
CUST004377,18,F,Bronze,2022,LA-Downtown
CUST004378,36,M,Silver,2020,NYC-Brooklyn
CUST004379,31,F,Bronze,2023,Miami-Brickell
CUST004380,19,M,Bronze,2021,LA-Downtown
CUST004381,65,F,Gold,2022,NYC-Manhattan
CUST004382,42,Other,Bronze,2020,Chicago-Loop
CUST004383,44,F,Gold,2020,Houston-Heights
CUST004384,28,F,Bronze,2023,Phoenix-Central
CUST004385,48,F,Bronze,2022,LA-Pasadena
CUST004386,32,F,Gold,2023,Houston-Galleria
CUST004387,34,F,Bronze,2020,NYC-Brooklyn
CUST004388,46,M,Bronze,2021,NYC-Manhattan
CUST004389,18,F,Silver,2023,Houston-Heights
CUST004390,60,F,Silver,2022,Chicago-Oak Park
CUST004391,40,F,Gold,2022,NYC-Manhattan
CUST004392,55,M,Platinum,2021,LA-Downtown
CUST004393,22,M,Bronze,2022,LA-Pasadena
CUST004394,25,M,Bronze,2022,NYC-Manhattan
CUST004395,21,M,Silver,2020,LA-Pasadena
CUST004396,41,M,Bronze,2021,Chicago-Oak Park
CUST004397,38,M,Silver,2020,NYC-Manhattan
CUST004398,31,F,Bronze,2023,NYC-Brooklyn
CUST004399,23,M,Gold,2023,Chicago-Oak Park
CUST004400,20,F,Gold,2020,Houston-Galleria
CUST004401,37,M,Bronze,2023,Houston-Galleria
CUST004402,31,F,Bronze,2022,LA-Downtown
CUST004403,28,F,Platinum,2023,NYC-Brooklyn
CUST004404,59,F,Bronze,2022,LA-Downtown
CUST004405,36,F,Bronze,2021,Chicago-Oak Park
CUST004406,55,F,Bronze,2023,Chicago-Oak Park
CUST004407,30,M,Bronze,2023,Miami-Brickell
CUST004408,41,F,Bronze,2022,Chicago-Oak Park
CUST004409,37,M,Bronze,2021,Houston-Heights
CUST004410,18,F,Bronze,2023,Phoenix-Central
CUST004411,57,F,Gold,2020,Chicago-Loop
CUST004412,36,M,Bronze,2023,NYC-Brooklyn
CUST004413,48,F,Gold,2023,LA-Downtown
